user_id,node_id,node_name,task_number,course_description,micro_competences_count,matched_competences_count,coverage_score,jaccard_score,weighted_coverage_score,matched_competence_ids,matched_competence_names,rank
10,0c25e3af-d751-4490-b181-de7ab2cc1660,11. Классическая вероятность попадания в одну группу при случайном распределении по равным группам,4,Теория Вероятностей,4,4,1.0,0.13333333333333333,0.7659292736079467,2e7f87eb-5a14-4b20-99f4-7efc507e829b | 5067001a-a115-4624-823b-4de68176f569 | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b8044d8a-9b87-4042-9eaa-b3e139bf6278,"Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет определять число благоприятных исходов m по условию задачи | Умеет определять число всех равновозможных исходов n по условию задачи",1
10,d0700977-3f66-49e5-b561-fbb92f53c794,1. Классическое определение вероятности: равновозможные исходы при однократном выборе,4,Теория Вероятностей,4,4,1.0,0.13333333333333333,0.7659292736079467,2e7f87eb-5a14-4b20-99f4-7efc507e829b | 5067001a-a115-4624-823b-4de68176f569 | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b8044d8a-9b87-4042-9eaa-b3e139bf6278,"Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет определять число благоприятных исходов m по условию задачи | Умеет определять число всех равновозможных исходов n по условию задачи",2
10,3d8e832a-5801-4316-b254-4d97a650fcff,5. Классическая вероятность при вычислении числа благоприятных исходов через остаток после распределения,4,Теория Вероятностей,5,5,1.0,0.16666666666666666,0.7610451950947125,2e7f87eb-5a14-4b20-99f4-7efc507e829b | 5067001a-a115-4624-823b-4de68176f569 | 6c4e8a36-4884-40cf-848a-5f7174444d79 | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b8044d8a-9b87-4042-9eaa-b3e139bf6278,"Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет находить число благоприятных исходов через вычисление количества объектов, удовлетворяющих условию, в том числе как остаток после распределения (напри., m=n−a−b−…) | Умеет определять число благоприятных исходов m по условию задачи | Умеет определять число всех равновозможных исходов n по условию задачи",3
10,a5bbdc4d-a9ad-4a93-9ee2-37042e4139e0,18. Вероятность “кто окажется k-м”: вычисление m и n из текста (сумма/остаток/поровну),4,Теория Вероятностей,6,6,1.0,0.2,0.7543338744378079,2e7f87eb-5a14-4b20-99f4-7efc507e829b | 5067001a-a115-4624-823b-4de68176f569 | 5240ff10-72b6-4f5f-bf02-7b0c197d3c07 | 6c4e8a36-4884-40cf-848a-5f7174444d79 | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b8044d8a-9b87-4042-9eaa-b3e139bf6278,"Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет находить количество объектов в одной группе при равномерном распределении остатка: m=(N-a)/k. | Умеет находить число благоприятных исходов через вычисление количества объектов, удовлетворяющих условию, в том числе как остаток после распределения (напри., m=n−a−b−…) | Умеет определять число благоприятных исходов m по условию задачи | Умеет определять число всех равновозможных исходов n по условию задачи",4
10,726edb0e-fcd3-438b-8750-6dc7ad059eb1,Номер 10 ЕГЭ,10,Текстовые задачи,1,1,1.0,0.03333333333333333,0.7335783962535326,e0bf6fb3-c7cf-47af-8f34-aa79a7837321,Текстовые задачи,5
10,b25788c9-58ae-4659-9527-b8e1e748b274,Номер 5 ЕГЭ,5,Усложненная Теория Вероятностей,1,1,1.0,0.03333333333333333,0.7322028349343713,5cf7d4dd-1c3f-4fb7-821c-6d4aa6df09aa,Сложные задачи по теории вероятностей,6
10,538dbc01-658a-4f92-9cb8-0d004586d49c,15. Решение показательного уравнения с приведением к одному основанию,6,Простейшие уравнения,4,4,1.0,0.13333333333333333,0.7311515174636055,078423e2-9dcd-4e8e-9887-702ee08b0153 | 6aa229bd-a74f-43ae-b38d-c05a0f694f01 | 8ce2c2e8-77c7-434a-b156-23485e7449f1 | a48d087d-9104-45cb-ae04-d40aba5b883d,"""Умеет решать линейное уравнение  вида  k*x =a"" | Умеет представлять число в виде степени с нужными основанием | Умеет приводить подобные слагаемые и упрощать выражения | Умеет приравнивать показатели степени при равных основаниях",7
10,a352938c-f080-4a30-b598-6d621d0107e1,17. Решение показательных уравнений с дробным основанием через перевод числа к тому же основанию,6,Простейшие уравнения,4,4,1.0,0.13333333333333333,0.7311515174636055,078423e2-9dcd-4e8e-9887-702ee08b0153 | 6aa229bd-a74f-43ae-b38d-c05a0f694f01 | 8ce2c2e8-77c7-434a-b156-23485e7449f1 | a48d087d-9104-45cb-ae04-d40aba5b883d,"""Умеет решать линейное уравнение  вида  k*x =a"" | Умеет представлять число в виде степени с нужными основанием | Умеет приводить подобные слагаемые и упрощать выражения | Умеет приравнивать показатели степени при равных основаниях",8
10,5c4099c9-e5b7-4d68-8b41-01e1ae1e77ca,9. Степенные и иррациональные - Определение  экстремумов кубической функции через анализ производной,12,Значения функций,5,5,1.0,0.16666666666666666,0.7303879042731698,0e6e94f7-af5a-43d5-8d74-71a414f74deb | 53ee5d43-814c-4ce5-b664-0bb9730777bf | 6daf31f2-b5ac-4d08-b8b0-97cf6a98ccca | aae2ad78-0f5f-487a-9b52-f4d2e85fa1f4 | c24a6817-c7fa-4fdf-b004-6f2c726eb096,"Умеет делать выод об экстремуме функции на основе смены знаков | Умеет находить значение функции в точке экстремума | Умеет находить производную степенной функции вида  x^n, где  n >1, используя правило. nx^(n−1) | Умеет определять знаки производной на интервалах между ее нулями | Умеет решать уравнение вида f'(x) = 0",9
10,a5a1cb05-9208-41ae-a384-a5ec90e432f1,10. Степенные - Определение экстремумов кубической функции с дробными коэффициентами,12,Значения функций,5,5,1.0,0.16666666666666666,0.7303879042731698,0e6e94f7-af5a-43d5-8d74-71a414f74deb | 53ee5d43-814c-4ce5-b664-0bb9730777bf | 6daf31f2-b5ac-4d08-b8b0-97cf6a98ccca | aae2ad78-0f5f-487a-9b52-f4d2e85fa1f4 | c24a6817-c7fa-4fdf-b004-6f2c726eb096,"Умеет делать выод об экстремуме функции на основе смены знаков | Умеет находить значение функции в точке экстремума | Умеет находить производную степенной функции вида  x^n, где  n >1, используя правило. nx^(n−1) | Умеет определять знаки производной на интервалах между ее нулями | Умеет решать уравнение вида f'(x) = 0",10
11,0c25e3af-d751-4490-b181-de7ab2cc1660,11. Классическая вероятность попадания в одну группу при случайном распределении по равным группам,4,Теория Вероятностей,4,4,1.0,0.13333333333333333,0.7605170353786509,2e7f87eb-5a14-4b20-99f4-7efc507e829b | 5067001a-a115-4624-823b-4de68176f569 | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b8044d8a-9b87-4042-9eaa-b3e139bf6278,"Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет определять число благоприятных исходов m по условию задачи | Умеет определять число всех равновозможных исходов n по условию задачи",1
11,d0700977-3f66-49e5-b561-fbb92f53c794,1. Классическое определение вероятности: равновозможные исходы при однократном выборе,4,Теория Вероятностей,4,4,1.0,0.13333333333333333,0.7605170353786509,2e7f87eb-5a14-4b20-99f4-7efc507e829b | 5067001a-a115-4624-823b-4de68176f569 | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b8044d8a-9b87-4042-9eaa-b3e139bf6278,"Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет определять число благоприятных исходов m по условию задачи | Умеет определять число всех равновозможных исходов n по условию задачи",2
11,3d8e832a-5801-4316-b254-4d97a650fcff,5. Классическая вероятность при вычислении числа благоприятных исходов через остаток после распределения,4,Теория Вероятностей,5,5,1.0,0.16666666666666666,0.7520431613666154,2e7f87eb-5a14-4b20-99f4-7efc507e829b | 5067001a-a115-4624-823b-4de68176f569 | 6c4e8a36-4884-40cf-848a-5f7174444d79 | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b8044d8a-9b87-4042-9eaa-b3e139bf6278,"Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет находить число благоприятных исходов через вычисление количества объектов, удовлетворяющих условию, в том числе как остаток после распределения (напри., m=n−a−b−…) | Умеет определять число благоприятных исходов m по условию задачи | Умеет определять число всех равновозможных исходов n по условию задачи",3
11,649cce7e-6d7e-4241-ac4f-01431d84d69b,23. Игральные кости: число благоприятных исходов для события “сумма равна S” (2 броска),4,Теория Вероятностей,2,2,1.0,0.06666666666666667,0.7420296086665785,15d91b88-5d7a-4d55-9a53-34319fd6b12b | 5067001a-a115-4624-823b-4de68176f569,"Умеет находить число благоприятных исходов для события «сумма равна S» путём перебора допустимых упорядоченных пар (a,b) и отбора пар с a+b=S. | Умеет определять число благоприятных исходов m по условию задачи",4
11,a5bbdc4d-a9ad-4a93-9ee2-37042e4139e0,18. Вероятность “кто окажется k-м”: вычисление m и n из текста (сумма/остаток/поровну),4,Теория Вероятностей,6,6,1.0,0.2,0.7367412083381403,2e7f87eb-5a14-4b20-99f4-7efc507e829b | 5067001a-a115-4624-823b-4de68176f569 | 5240ff10-72b6-4f5f-bf02-7b0c197d3c07 | 6c4e8a36-4884-40cf-848a-5f7174444d79 | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b8044d8a-9b87-4042-9eaa-b3e139bf6278,"Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет находить количество объектов в одной группе при равномерном распределении остатка: m=(N-a)/k. | Умеет находить число благоприятных исходов через вычисление количества объектов, удовлетворяющих условию, в том числе как остаток после распределения (напри., m=n−a−b−…) | Умеет определять число благоприятных исходов m по условию задачи | Умеет определять число всех равновозможных исходов n по условию задачи",5
11,11bcc943-1b0c-4a91-8b8d-e3c4c6da81c6,15. Классическая вероятность для 3 испытаний: ровно K успехов (перебор комбинаций),4,Теория Вероятностей,6,6,1.0,0.2,0.7246035705717402,2d3c34ea-d831-415a-9c6b-c36f255ef84c | 2e7f87eb-5a14-4b20-99f4-7efc507e829b | 5067001a-a115-4624-823b-4de68176f569 | 62c87b6c-eb4e-484e-af4f-b73d42ca4342 | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b8044d8a-9b87-4042-9eaa-b3e139bf6278,"Умеет выполнять полный перебор элементарных исходов для трёх независимых испытаний с двумя равновозможными исходами | Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет определять число благоприятных исходов m по условию задачи | Умеет определять число всех равновозможных исходов n по условию задачи | Умеет по описанию события для трёх испытаний отбирать благоприятные исходы из перечисленных 8",6
11,b25788c9-58ae-4659-9527-b8e1e748b274,Номер 5 ЕГЭ,5,Усложненная Теория Вероятностей,1,1,1.0,0.03333333333333333,0.7222689296933873,5cf7d4dd-1c3f-4fb7-821c-6d4aa6df09aa,Сложные задачи по теории вероятностей,7
11,37a505a9-3070-4dc1-95b4-d0a367a5f5fd,Импортированные задачи ФИПИ,1,Планиметрия,1,1,1.0,0.03333333333333333,0.7113598797840678,6a379d79-219c-4c02-a18a-fc4d5439e209,Планиметрия,8
11,a6cd3ec7-c34a-4688-898c-a039d2c16c0a,Номер 1. Планиметрия,1,Планиметрия,1,1,1.0,0.03333333333333333,0.7113598797840678,6a379d79-219c-4c02-a18a-fc4d5439e209,Планиметрия,9
11,cb8d3596-0857-4bc5-addd-96612fd11596,Номер 3 ЕГЭ,3,Стереометрия,1,1,1.0,0.03333333333333333,0.6990078428638195,10a8e01b-d429-47d1-a81f-d71dcf486c7e,Стереометрия,10
12,37a505a9-3070-4dc1-95b4-d0a367a5f5fd,Импортированные задачи ФИПИ,1,Планиметрия,1,1,1.0,0.03333333333333333,0.8369951172576612,6a379d79-219c-4c02-a18a-fc4d5439e209,Планиметрия,1
12,a6cd3ec7-c34a-4688-898c-a039d2c16c0a,Номер 1. Планиметрия,1,Планиметрия,1,1,1.0,0.03333333333333333,0.8369951172576612,6a379d79-219c-4c02-a18a-fc4d5439e209,Планиметрия,2
12,cb8d3596-0857-4bc5-addd-96612fd11596,Номер 3 ЕГЭ,3,Стереометрия,1,1,1.0,0.03333333333333333,0.05472564492701473,10a8e01b-d429-47d1-a81f-d71dcf486c7e,Стереометрия,3
12,60f0aedc-bb56-4d28-877d-83501edb4324,2. Классическая вероятность: вычисление числа благоприятных исходов через дополнение и суммирование (с округлением результата),4,Теория Вероятностей,5,5,1.0,0.16666666666666666,0.05163921443956391,2e7f87eb-5a14-4b20-99f4-7efc507e829b | 30b793a9-7275-40f1-9b91-6aed9314431d | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b6b546d9-93fe-4eae-a0d9-20a263004945 | b8044d8a-9b87-4042-9eaa-b3e139bf6278,"Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет находить число благоприятных исходов через дополнение к событию как разность n−k, где k — число неблагоприятных исходов | Умеет округлять десятичную дробь до заданного разряда (десятых/сотых/тысячных) | Умеет определять число всех равновозможных исходов n по условию задачи",4
12,b25788c9-58ae-4659-9527-b8e1e748b274,Номер 5 ЕГЭ,5,Усложненная Теория Вероятностей,1,1,1.0,0.03333333333333333,0.04066054489593643,5cf7d4dd-1c3f-4fb7-821c-6d4aa6df09aa,Сложные задачи по теории вероятностей,5
12,c3e41ffa-71c4-48a3-a101-b2a2901b4ef0,17. Игральные кости: классическая вероятность суммы S и округление ответа,4,Теория Вероятностей,5,4,0.8,0.12903225806451613,0.03976258025657053,2e7f87eb-5a14-4b20-99f4-7efc507e829b | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b6b546d9-93fe-4eae-a0d9-20a263004945 | b8044d8a-9b87-4042-9eaa-b3e139bf6278,"Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет округлять десятичную дробь до заданного разряда (десятых/сотых/тысячных) | Умеет определять число всех равновозможных исходов n по условию задачи",6
12,599e4cef-1b6a-4027-a8dc-5fad3647a149,Номер 7 ЕГЭ,7,Вычисления,1,1,1.0,0.03333333333333333,0.037317454271469666,1024e3ec-6786-4059-84fe-3ae001527444,Вычисления и преобразования,7
12,2387adbe-b043-4ee9-888c-2379a5c04b2c,"12. Жеребьевка очередности: вероятность на ""фиксированном месте - представитель страны/команды""",4,Теория Вероятностей,5,4,0.8,0.12903225806451613,0.03606194161911523,2e7f87eb-5a14-4b20-99f4-7efc507e829b | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b8044d8a-9b87-4042-9eaa-b3e139bf6278 | c1cf3211-be71-45bc-842d-8956cc885359,"Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет определять число всех равновозможных исходов n по условию задачи | Умеет применять принцип симметрии при случайной жеребьёвке порядка: каждый участник равновероятно занимает фиксированную позицию k",8
12,3d8e832a-5801-4316-b254-4d97a650fcff,5. Классическая вероятность при вычислении числа благоприятных исходов через остаток после распределения,4,Теория Вероятностей,5,4,0.8,0.12903225806451613,0.03523280793680985,2e7f87eb-5a14-4b20-99f4-7efc507e829b | 6c4e8a36-4884-40cf-848a-5f7174444d79 | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b8044d8a-9b87-4042-9eaa-b3e139bf6278,"Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет находить число благоприятных исходов через вычисление количества объектов, удовлетворяющих условию, в том числе как остаток после распределения (напри., m=n−a−b−…) | Умеет определять число всех равновозможных исходов n по условию задачи",9
12,0c25e3af-d751-4490-b181-de7ab2cc1660,11. Классическая вероятность попадания в одну группу при случайном распределении по равным группам,4,Теория Вероятностей,4,3,0.75,0.0967741935483871,0.03482770141058095,2e7f87eb-5a14-4b20-99f4-7efc507e829b | 8bec0745-c4fb-44d5-b059-7b7b84563b02 | b8044d8a-9b87-4042-9eaa-b3e139bf6278,"Умеет вычислять вероятность события по формуле классической вероятности P = m/n при равновозможных исходах | Умеет вычислять значение отношения двух чисел, заданного в виде дроби a/b, как результата деления a на b | Умеет определять число всех равновозможных исходов n по условию задачи",10
13,92473ecc-a918-4a19-a67a-2e45d9a694e6,"19. Определение точек, в которых производная функции положительная/отрицательная",8,Производная,1,1,1.0,0.03333333333333333,0.7017571780695255,485763a3-cee7-4128-bf6b-04b9da3bba38,Умеет анализировать график функции и делать выводы о знаке ее производной,1
13,c97738c1-9992-4aff-b319-3b2defda0aa8,"25. Определение точек, в которых производная функции отрицательная/положительная на графике функции",8,Производная,1,1,1.0,0.03333333333333333,0.7017571780695255,485763a3-cee7-4128-bf6b-04b9da3bba38,Умеет анализировать график функции и делать выводы о знаке ее производной,2
13,c7cf5386-4587-48d8-bb81-1bbb55fa21e6,7. Решение дробного рационального уровнения с условием выбора меньшего/большего корня,6,Простейшие уравнения,5,5,1.0,0.16666666666666666,0.6842817653789303,3acd7099-5c7c-471e-a65d-de2a85de0680 | 6733c3b4-2db4-4513-948c-660afd433395 | 76dc2c74-784d-4148-afd0-0b67e5a9e959 | c4168765-aeae-4221-8e85-0fd1e159466d | fd89bd31-ff34-40e2-a4c5-80f91f1ef93c,"Умеет выбрать меньший/больший из корней уравнения, если требуется по условию | Умеет находить область допустимых значений (ОДЗ) рационального выражения, исключая значения, обращающие знаменатель в ноль | Умеет решать квадратное уравнение | Умеет решать уравнение вида a/b·x = c/d с использованием метода «крест-накрест» | Умеет решать уравнение вида a/b·x = c/d через домножение обеих частей на общий знаменатель",3
13,6745176c-ef82-4f7e-83b3-18b6432f6a54,27. Анализ интервалов монотонности на графике функции,8,Производная,4,4,1.0,0.13333333333333333,0.6829902890058674,098cafdf-6cf4-472b-a27d-17649fab3eff | 27c93976-a8fc-47a6-8c85-a19141fe576c | 485763a3-cee7-4128-bf6b-04b9da3bba38 | 5bfdfb46-d0df-4cc4-a844-e4f8aea90fdb,"Умеет анализировать график производной функции и делать выводы о монотонности функции | Умеет анализировать график функции и делать выводы о знаке ее производной | Умеет находить целые числа, лежащие в заданном интервале | Учитывает границы интервала при анализе графиков функции и ее производной",4
13,1be97a1f-a953-449c-aaf2-af972eaef8d1,22. Определение точек возрастания/убывания функции на графике производной функции,8,Производная,3,3,1.0,0.1,0.6767346593179813,098cafdf-6cf4-472b-a27d-17649fab3eff | 27c93976-a8fc-47a6-8c85-a19141fe576c | 5bfdfb46-d0df-4cc4-a844-e4f8aea90fdb,"Умеет анализировать график производной функции и делать выводы о монотонности функции | Умеет находить целые числа, лежащие в заданном интервале | Учитывает границы интервала при анализе графиков функции и ее производной",5
